query_id,query,product_id,user_id,ori_rating,ori_review
12949,"I want to find a jacket that has a tailored fit and looks great. The jacket should not be wide or baggy, and I want it to fit well on my body. I am 6' tall and weigh 220 lbs, so an XL size should work for me. However, I don't expect to be able to wear a thick sweatshirt underneath it unless I am very slim.",B06XSRR9CL,AG23KIMJKKTL43HBZ4PZDCX6Q3PQ,5,"Tailored fit; great quality and 'look' The jacket fits more tailored to the body, its not wide and 'baggy'. I'm 6' tall 220 lbs - got an XL and it fits great, but don't expect to wear a thick sweatshirt under this jacket unless you're a bean pole."
13023,"I need to find a light weight gel that is easy to use, has a subtle pleasing aroma, and doesn't flake. It should also nourish my hair.",B09V1TFKSK,AGL35GJ3QIXMNRFGEB4TWK6QYS2Q,5,No flaking This light weight gel has a subtle pleasing aroma. Easy to use and no flaking. I will definitely purchase it again because it’s also nourishing to the hair.
13052,"I need a lightweight quarter zip that is warm and true to size. It should have a light fleece layer inside to keep me warm, making it perfect for wearing in the house or office. It should also be stylish and wash well.",B09JNSP9F5,AHY2LKT64J7R6ZK7SZPZ7RF4AINA,5,"Lightweight, but warm! This quarter zip runs true to size. The inside has a light fleece layer to keep you warm. It’s perfect for in the house/office. Also, very stylish. Washes well so far, too."
13336,I need to find a product that I will absolutely love and has no negative aspects.,B0B1TC5SDQ,AEMM65OVFYFN7EICTOZRBCHHUROA,5,"Love this This is the best thing I've bought on Amazon in a long time, I have nothing negative to say about it."
13380,I need something that can solve the problem of my dryer door shutting while I'm transferring laundry from the washer. It should be easy to assemble and attach to the dryer using a magnet. I'm really excited about finding a solution for this issue!,B09WM99SZ7,AFGXCZRFKKNOFXQNA334UCO6MFJA,5,"Just what I needed! OMG, this thing is fantastic!!  Always have a problem with my dryer door shutting while moving laundry into it from the washer.  A matter of seconds to put this together and stick it (via magnet) to the dryer, problem solved - I love it!"
13410,"I'm looking for an ice maker that can produce a lot of ice. It should have sensors to stop making ice when the bin is full. I prefer a unit that is only insulated and not refrigerated, so the ice can keep the rest of the ice cold. Ideally, it should be able to fill the bin 2-3 times a day, but it's okay if it can't make that much. I'm planning to use it in my office and I want something of great quality.",B09Y5LGB2F,AGQZC4P2D732PF3OTVLFGMDJ7WYA,5,Makes a lot of ice This think surprised me at how much Ice it makes.  One thing to note is it can only fill up the bin if there is room.  There are sensors that stop it from making more ice.  Also it makes ice all the time.  The unit itself is not refrigerated it is only insulated.  The ice keeps the rest of the ice cold.  It can make enough ice to fill the bin 2-3 times a day but you have to be emptying it out.  If you don't need that much ice then no worries.  We use it in our office and it has been a fantastic addition over our whirlpool refrigerators ice machine.  I have owned several of these over the years and this one seems to be of great quality.  It has been running for about 1-2 months.  I will update if something changes but overall a great machine.
13801,I need a dishwasher that works well and saves me from buying a new one.,B089DM9FF9,AE7HNREGJRFMKSZCRLO363OQYXRQ,5,Item as described. Worked well therefore saving me from buying a new dishwasher Item as described. Worked well therefore saving me from buying a new dishwasher
13943,"""I'm looking for a water supply hose that is long enough to reach from the plumbing under my sink to the next story where I'm installing a sink in my craft room. I want it to have 1/4"""" connectors and be made with PEX inside the braided steel to prevent expansion due to cold. It should also fit standard 1/4"""" NPT fittings. It would be great to find a hose that is this long in a single shot and offers a good value for the price.""",B0BLVR8PTY,AGEK6ZMAL2KPHOBMC3M66264DAKA,5,"""Nice long water supply hose, standard 1/4"""" connectors This hose reaches all the way from the plumbing under my sink, up through the wall and ceiling to the next story where I'm installing a little sink in my craft room, all in a single shot. PEX inside the braided steel means I won't have to worry about expansuion due to cold, though since it's all interior walls I doubt that would ever become an issue anyhow.<br /><br />Fits standard 1/4"""" NPT fittings. Good value for the price, nice to find an item this long in a single shot."""
13955,I'm looking for a pretty and stylish gift for a Taylor Swift fan. It should look classy and not cheap.,B0C3BTSG8W,AHGM4Y25GIJZQSE5G2ZVY6L7MZLA,5,"Pretty and stylish I got this as a gift for a Taylor Swift fan I know and she loves it!  It looks classy and stylish, not cheap."
14278,"I need a comfy robe that is generous with the right weight and sleeve length. It should be flattering, wash well, and have an attached belt so I won't lose it. I want to buy multiple robes in different colors.",B099F3K2J6,AF2QYKMJRZXBB7SNTVGQT2JWE2WA,5,Love these!!! I’m a curvy girl and I love a comfy robe. These are great for so many reasons. They are generous with just the right weight and sleeve length. They are flattering and they wash well. I also like the attached belt so I don’t lose it. I own 5 of these in different colors.
14443,"I'm looking for a sheet mask that is tingly and refreshing. It should be suitable for sensitive, dry skin and claim to help with blemishes. I want it to have lots of essence and stay moist for at least 30 minutes. It should also have tea tree oil for a refreshing and tingling sensation. After using the mask, my skin should look and feel nice, and there should be no redness. It should be compatible with my current skincare routine. The only downside is the fit. I prefer Korean sheet masks because they usually fit my face well, but this one is a bit smaller than I'd like. It's short lengthwise and a bit tight around my eyes, but I can adjust it. It also covers the corners of my mouth, so it may not be ideal for someone with a wide mouth or full lips. Overall, I'm willing to make it work, but I'm looking for something that fits better than this one.",B0B186FXGM,AHWF3DTHQVMJM5EPE5OEBPGE5AHA,5,"""Tingly, Refreshing Sheet Mask I am a sheet mask addict.  I picked these up because they claim to be blemish sheet masks yet also great for sensitive, dry skin.  I've been fortunate enough that I've never had a huge problem with acne (but I do have teenagers at home) BUT I do have dry, sensitive skin.<br /><br />Pros:<br />-lots of essence; I could easily cover the spots the mask didn't hit and the mask was still quite moist after 30 mins<br />-refreshing and tingly from tea tree oil<br />-skin looked and felt nice afterwards<br />-played well with my current skincare routine<br />-no redness<br /><br />Cons:<br />-fit<br /><br />My only con for this is that I typically love Korean sheet masks because they fit my face well.  These are a bit smaller than I'd prefer but still hit all of the important areas.  This one is just a little short lengthwise (about a thumb width from my hairline to the top of the mask) and just over an inch on each side by my ears.  It's """"tight"""" in my eye area (but I can situate it properly) and it does cover the corners of my mouth (so not an ideal fit for anyone with a wide mouth or full lips).  I can make it work, it's just not a perfect fit like some other masks I've gotten in the past (for reference, The Creme Shop fit my face very well)."""
14948,I need an affordable solution to fill the gaps in my range. It should be easy to cut to size and work effectively.,B08Y339S7F,AHOZJ2CBRSOHNS3QRAATFZGZ23EQ,5,Perfect and affordable range gap solution! Easy to cut to size and actually works really well for us. It's a simple cost effective solution to span the gaps.
15116,"I'm looking for shorts that look and feel really good, with built-in tights for added comfort while working out. I want them to be comfortable, airy yet fitted, flexible to move in, and easy to clean. It would be great if I could find a style like this that I didn't know I was looking for. I'll need to size up though. Overall, I would highly recommend them.",B0B24DV9NY,AHQUHSDKN3Y3NZTRM72JRA4UVOGA,5,"The shorts he never knew he needed These were not what we expected. We expected it to be a tad longer BUT they look, and feel, REALLY GOOD. They’re my husbands new go to shorts, they do come up a tad short but the built in tights definitely make up for it and actually make it much more comfortable to work out in. It’s definitely a style we didn’t know we were looking for. It’s very comfortable. Airy but fitted. Flexible to move in and easy to clean. I would suggest to size up though. Would recommend"
15285,"I need to buy a replacement part that comes with extra clamps. I made a mistake and removed the wrong clamp, so having spares would be helpful for future jobs.",B09XJJPCBR,AEAIW2FXQTKUYQ6N3ES67B7DMPLQ,5,"Works, also has extra clamps I mean, it's an OEM replacement part so that's what you're getting. I am happy to note that while the job requires removing two non-reusable clamps (one smaller one larger), the kit comes with 2 small and 2 large clamps. Was helpful when I wasn't paying attention and removed the wrong clamp the first time! Plus now I have spares for the next job."
15513,I want to buy a product that is high quality and comes with a soft drawstring bag and a cleaning rag. The price should be unbeatable.,B09VX41Z4W,AHA56M6OVXMZJWYLOGAO3OL66LZQ,5,"Pleasantly surprised!! These are really high quality. Each came in their own soft draw string bag, and cleaning rag! Will be purchasing more for the unbeatable price"
15570,"I recently remodeled a hall closet to fit a stackable washer/dryer set, and I'm in need of a product that will help with the venting. I came across this amazing product that made it possible for me to properly fit the units within the closet space. It significantly reduced the distance between the wall and the back of the units. The best part is, it was incredibly easy to connect the vent to the back of the dryer. All I had to do was slide the stacked units up to the wall and it snapped into place, creating a perfect seal. With this product, there was no wasted space or inefficient venting due to bends and kinks in the flex-duct. I highly recommend it and you won't be disappointed!",B013TINE4S,AG57FVDGSS2G56AVVF2HWLS7MUBQ,5,"""Greatest invention since sliced bread I just remodeled a hall closet to accommodate a stackable washer/dryer set, and this MagVent product was 100% perfect for the job.  In fact I don't believe I could have made the units fit properly within the closet space without this product.  It took inches off the distance I needed between the wall and the back of the units.  Plus it did not require any difficult maneuvering to try and connect the vent to the back of the dryer.  It simply """"snapped"""" into place when I slid the stacked units up to the wall.  That's it!! perfect seal!! No waisted space or inefficient venting due to multiple flex-duct bends and kinks.  Truly great.  You won't be disappointed with this product."""
15684,"I need to buy a product that is similar to a factory. I currently have one, but I want to have three more as backup in case someone pulls the drawer forcefully.",B0B4D96M6G,AGX66LROOJNS7EIS4MIO7NUMHD4A,5,Just like factory I needed one and have 3 in reserve the next time someone jerks the drawer.  Just like factory
16086,I need to buy a small freezer that is great for horse shows and ice boots. It should be lightweight and perfect for my needs.,B09VGKCVHQ,AFX56FUMXHLQKRYM3NEXAMEUN5PQ,5,Great Buy for a small freezer !! Very light weight and perfect for what we need for Horse shows and ice boots
16295,I need to buy a large chest freezer that comes with a top storage bin. It should work well and have a clean look that blends well in my home.,B0BDV5KTH3,AE2B5CUQIA5ULZCR34UOPOXROEPA,5,"Well worth the money! This large chest freezer comes with one top storage bin included. It works very well! Please read directions before using it. It has to sit on High for a full day or two. If you unplug and plug it back in, there’s a process that ensures the freezer will stay running. It has a clean look and blends well in my home. It doesn’t stick out as a freezer."
16316,I need a filter for my humidifier that is easy to use and looks exactly like the one it replaced. Hopefully it will last a long time.,B09ZP39SRV,AFEEYYK6PNYKHE4EKR5NDIEXMSTA,5,Just what I needed This filter fits my humidifier and it was super easy to use it. I do not know about longevity yet as I just got it but it looks exactly like the one it replaced so I expect it to last a long time.
16329,I'm looking for a stovetop that is easy to install and has a high-tech design. It should fit within the dimensions described and have a smaller depth.,B0BTDN129G,AGYQRBYMKGNB3DVCYHAWEAAQDDQA,5,High tech stovetop So far so good.  The install is easy but it's wider than description.  I had to cut the counter to make it fit.  The depth is smaller though.  I had to fill in with caulk.
16355,I need to find a knob that fits perfectly and is a third of the price of the OEM one. I want to make sure I have the correct knob before buying it. Thank you!,B083H26PKH,AE3SSYWEPJNEELO4XA4ITK6CMCUA,5,Perfect fit Contacted seller to ensure I had the correct knob.  Great fit and a third of the price from OEM.  THANKS
16365,I need to find a washer that is perfect for washing baby clothes. It should be small and have plenty of space for washing and drying. The washer should also wash and dry the clothes effectively.,B0BY1YNR34,AGO2AJOLEXWZNP2ZA2U6U7MUUD4Q,5,Amazing washer [[VIDEOID:555231337092e635cbcad2b6a4ae1526]] I had it add on my baby registry during my baby shower. This is mainly used for baby clothes because we live in an apartment and we don’t want to wash our baby clothes in public laundry. I’m amazed by this mini washers.It has plenty of space for washing and so for the dryer. It wash and dries really good too. Super perfect for baby clothes. I totally recommend this product ☺️❤️.
16393,I want to find a product that helps with spelling and grammar. I don't want to make any mistakes in my writing and want to improve my overall language skills.,B08CX17TPC,AFRQDWNC5IOTCZT55XFJLFDBAEMA,5,"""you know what else """"fills up badass"""" Megan Schaefer... a guy named keith, in the highway rest area bathroom where your dad frequently attends.<br />The penalty of failing amazon's spelling bee..."""
16451,I want to find comfortable shorts and tank tops that I can wear every day during the summer. They should have a nice look and be comfortable to wear for long periods of time.,B09H7H76WR,AHDSJQ3VZVHFNG5WSMR2OH6H6YMA,5,So comfortable to wear every day! Liked the look and comfortable wear . I live in shorts and tank tops all summer. These are now my favorites for everyday casual.
16541,I am looking for coffee pods that are compatible with the K-Slim. I prefer pods that don't close all the way. I want to make weaker coffee than the store bought pods.,B09WYRM1V7,AETIIQTEWULGZCPKHMSVHOPRZROQ,5,K-Slim This also works on the K-Slim. It also doesn’t close all the way. I bought these because I like my coffee weaker than the store bought pods.
16588,I am looking for a product that looks like the expensive ones from The Container Store. Amazing purchase!,B0B9J4TVR8,AGVME6YQSE2QXDXHWOCCUZYWGFOQ,5,Amazing purchase! Amazing. Looks just like the expensive ones from The Container Store.<br /> Thank you!
16612,I need a solution for making stronger coffee in the mornings. My husband suggested using a carafe when he drinks less coffee during warmer months. We couldn't find any pods for it. I'm glad we found something on Amazon that made his mornings easier.,B0179LQ0VA,AENWSLHN2B76QJHAMLOF4FYZBMLA,5,"Love them During the warmer months my husband doesn't drink as much coffee so he suggested using the carafe, but we couldn't find any pods. Thank goodness for Amazon because we found these and it has made his mornings so much easier. Only thing I wish we could do is make the coffee stronger somehow"
16628,I need to buy a washer and dryer set for my office. It would be great if the machines are quiet and have a good capacity. I also want a dryer that saves electricity and has an easy-to-clean lint catcher. I don't mind if the dryer takes a bit longer to dry clothes.,B08LLGT5SW,AF3MZJ2ZTGURFD66ZNQRK6APUIPQ,5,"A dolly is a must to move the washer around but great machines I set up a little area in my office to use as a little laundry space, I will say the washer and dryer work great and are both quiet. My only true complaint is the washers wheels don’t work and scuffed up full floor even after tilting it back to wheel it out., I will be buying a dolly for it this weekend to be able to move it around a lot easier.<br /><br />The washer drum has a great capacity for such a little machine, it’s easy to use and does a great job agitating. When the spin cycle is done. Clothes come out almost dry already. Comes with the quick connect coupling for your faucet and 2 hoses with a cap for the inlet you’re not using<br /><br />The dryer is great. It takes a little bit extra time to dry clothes, about an hour and 15 minutes. I noticed it gets more hot towards the end of the cycle. Which in my opinion is smart to save electricity. The lint catcher is easy to remove to clean. Give a twist and a light tug. I just vent into my house. This time of the year humidity is really low so it helps add back into my home and who doesn’t like the smell of fresh clean laundry. I highly recommend this product."
16860,I want to find a thoughtful gift for someone who recently experienced the loss of their pet due to vet malpractice. I am looking for something that can help them heal and remember their pet.,B0C6DV6ZBR,AEFZWJIGQHD5HX4UVNZMGWLDEEMA,5,"Perfect thoughtful gift, expect waterworks. My sister, and her bf's 6 year old bearded dragon tragically passed away from vet malpractice/ignorance. Long story short she had an x-ray done and was misdiagnosed, it turns out, 2 years after the X-ray (where they were visible), and having 2 different vet pinions,  she had ovarian cysts the entire time, that had ruptured and she went septic, and died slowly.  It was so awful, and unexpected.<br /><br />I got them both a matching set of bracelets with her picture inside so they could carry her with them always, while they are trying to heal and accept the loss. We all cried!"
16877,"I'm looking for sticky stamping polishes that are a game changer. I have trouble picking up images and need something that can pick up lightly etched plates easily. I also want a polish that doesn't dry too quickly so I have time to add glitter, pigment powder, or foils to the image. I'm excited to find polishes that offer so many creative uses.",B0BXXD1FZ4,AEROVZ2WVCTSIAC4PPVWAGT4H7EA,5,"Game changer! These sticky stamping polishes are AMAZING!  If you have trouble picking up images or just have a few plates that are etched lightly and always give you trouble, try this polish.  Not only does it pick them up, but you don’t have to rush like regular stamping polish.  Plus since it stays sticky for a while, it allows you to put glitter or pigment powder or foils on the image.  So many creative uses."
16981,I am looking for a dishwasher heater element that is working properly and can produce around 400W of power. It should fit well into my dishwasher and not cause any damage. I want it to be as good as the original one that came with the dishwasher before it broke.,B08NT8Z3D7,AEU52ESOTOLVCNC52JPVN7727NJQ,5,fixed a broken dishwasher heater element this heater measured 39 ohms when i got it so it should put out about 400W.  that's ok with me because i don't want the tub (or plasticware) to melt.  flexed it into place and everything matched up fine.  it works as good as the original before the original one broke.
17100,I need to find replacements that fit perfectly. They should be great and I'll buy them again.,B07BZ148VC,AH4QBQGHTMUTM7ZRVCFIDYRVU7ZQ,5,Fits great We are pleased with the replacements. Everything fits perfectly. Great product.<br />We will buy it again
17198,I need ankle bracelets that are easy to put on and can be worn in the shower without any issues. They would make great gifts for the summer months.,B09WDR6QH5,AELQCGHDIIBZ34MDUOVVQMOJATKA,5,"Ankle bracelet I love these ankle bracelets, they make great gifts in the summer months..they easy to get on and I shower in my as well with no problems."
17467,"I need an ice maker that works well and produces ice quickly. However, I had some issues with the delivery and packaging, as the first two units arrived damaged. This seems to be a problem with the delivery service, not Amazon. However, Amazon was great in handling the situation and didn't cause me any stress. I really love the ice maker. It's important to read the item description carefully and make sure to order the correct model. This particular unit has a pump, which is what I wanted, but they also have a direct drain unit. Overall, it's a good product.",B0BYFVDZD5,AGE6PC7Q4UAF2YRQECG45HWAVZOQ,5,"Works great makes ice fast Ordered. Delivered 3 times to get 1 not damaged. Sent the first 2 back. This is a delivery and packaging issue , not an Amazon problem. UPS destroyed 2 units. Amazon sent viz a freight company and it came in perfect condition. Amazon was great about handling it and didn’t stress me out. I lov.e the ice maker. Be sure to read the item description closely and order the right model. This unit has a pump, which is what I wanted, but they make a direct drain unit also. Good product"
17522,I need a drain pump that is easy to replace and has three screws. The wires should be black wire up and brown wire down.,B082SJ5PKX,AESLPJWTQZMKZKMGPLAPZCAS6FEQ,5,"Black wire up, brown wire down on the drain pump. I liked the ease of replacing the three screws on the pump."
17596,"I need to buy earrings. I want a pair of earrings, not just one. I should have paid more attention before buying. I forgot about body jewelry because I am old.",B077D2JF2F,AHVQ56YMQGSOO7QPTM7GAAYGKDGA,5,Nice earring. I wish I had noticed it only was 1 Why sell earrings in singles? I have two ears. I guess I should have paid more attention.  Ugh<br />My fault. I am old and forget about body jewelry.  😅
17710,I am looking for a product that is better than the original in terms of reclosing. The one I received does not fit properly in the dryer unless the front and sides are clasped tightly.,B08RMZNGL3,AF7MSXFZ42ZBDB4CF7SD6QGF44FQ,5,Can be hard to reclose With the one I received you have to make sure the front and sides are clasped good before reinserting into the dryer or it will not fit. Otherwise this is better than the original.
17979,"I need an appliance that makes ice quickly and has a bullet shape. Our fridge's ice machine doesn't work, so I need something to replace it.",B0B4VLHRSV,AEHQLMZTDEJV5JHWMRFKFMRNWNGA,5,Awesome appliance I was gifted this for my birthday because our ice machine does not work in fridge.  This little thing has ice ready to use so quick love the bullet shape Ice it makes…
18112,"I want to replace a part in my washer to save me from buying a new one. I watched a YouTube video and it seemed easy to do. After replacing the part, my washer now works like new.",B09M86QMGD,AHH7WCZ3HS5WGRZPLWGFIKHZRJ4Q,5,Saved me from buying a new washer! Followed a YouTube video and was very easy to replace.  Washer works like new!
18572,I want to find some thick cotton socks that fit great and are well made. I'm looking for socks of the same quality as the ones I've bought at Costco before.,B0BH8Z9LZN,AFEND2RTAP4JR5BT2UXAMRB24TJA,5,"Nice thick cotton - fits great These socks fit great and seem well made. They are the same quality as the ones I have bought at Costco in the past. Not too sure how to say much about socks, but they are nice socks."
18619,"I need water filters that are a good fit for my LG fridge. They should work well, be easy to install, and not leak.",B0C4HCT49Y,AHWD74455FJXK2EYMVOMQU2UKKOA,5,"Good fit in my LG fridge These are a good fit for the filter area in my LG fridge. They work well, and are easy to install, no issue with leaks."
18652,"I need gloves for an adult Halloween costume that fit snug, are flexible, and complete the look for a female superhero. Specifically, I am looking for spandex gloves that are short in length.",B0B1TX97DM,AHPGTJVZ3PQEKXC5OPCTD7UYOCJQ,5,"Great for Adult Halloween Costume These gloves are perfect! They fit snug, are flexible and complete the look for a SuperHero adult female.  It was hard to find these spandex, short gloves. Not one complaint!"
18779,I am looking for a product that is of good quality and made of stainless steel. I want something that is exactly as shown in the image and promotes sustainability. I don't want any plastic or BPA in it as it can be harmful to health. It should also be easy to use and worth the money.,B09XML7C87,AFYM6IEYIR36QAMAMN3POUDIVS3A,5,"good quality Hight quality. You get exactly what you see in the image. If you like the idea of sustainability this is for you. Why through away all that plastic, not to mention all the health concerns of plastic and BPA in your body. This is stainless steel and well worth the money. Easy to use."
18890,I've been struggling with my eyebrows for a long time and finally found something that works! I love these stencils and they work great when combined with Maddluv. Absolutely amazing!,B099KSC4L2,AGOECVIREQ4GNAJNGHDZZLYA4KKA,5,finally!  something that works! My eyebrows have been a pain in the butt for years.  Love these stencils!  Mix with Maddluv.  Amazing!
19145,I'm looking for a cosplay prop that looks like the anime and is sturdy for my Yor Forger cosplay.,B0B24QMLQD,AEYDWCXJMJVTTKE26W7N3RVHSDSQ,5,Great cosplay prop! Got these for a Yor Forger cosplay and they were great! Sturdy and definitely look like the anime!
19159,"I need a product that is easy to hook up, accurate, and sends updates to my email. It should also allow me to view an hourly log when I sign in. I want to buy it for when I leave for the winter months. It should show the temperature and the number of people in my house. The setup instructions should be easy to follow, but I will need a reliable internet connection.",B07HP9PGDY,AF6NYC4WSI5OHSSMIHCZL4GQGBRQ,5,"Works GREAT!  We were gone for a month. Easy to hook up, accurate, updates to my email, and I can view hourly log when I sign in. I bought this for when we leave for winter months. This product shows temp, and amount of people in your house. Just set it by easy instructions. You will need an internet connection that is reliable."
19490,"I need a replacement part that can fix my LF error. It should be easy to replace, especially after watching a YouTube video. I suspect that the valve might be clogged or not functioning properly.",B08NQ62H1W,AHOMIAMTIPHAQIBW5EOHAPB2GFNQ,5,Fixed my LF error. This piece was an easy replacement and fixed my LF error.  We have hard water and I think the valve was either clogged or quit working.  It was very easy to replace after watching a YouTube vidoe.
19570,I'm looking for a device that is easy to use and performs well. My expectations are not high but I have high hopes.,B08L5KN7X4,AG3GDGKDBU4WPWFDPRRM4FAXZZQQ,5,"Pleasantly pleased My expectations weren’t terribly high, but my hopes were.  The device is easy to use and performs very well."
19808,I want a foundation that gives my face a smooth and sheer finish. It should make my face feel light and look natural. I hope there are more options for this foundation in darker shades.,B0B8S54RS2,AEWCSFOSQXXPG5X2H4URUGDSFGEQ,5,Wonderful product I like the way my face has a smooth sheerness after I apply the foundation. My face feels light and looks natural. I wish there were more options for this foundation in darker shades.
19887,"I need an ice maker that is great, quick to ship, and easy to use. It should be mobile so I can set it up anywhere with electricity. Most importantly, I want it to produce chewable ice.",B09CZFYGF5,AFJQD5LDLFKZRHYUR6524HQYSUOQ,5,"Great ice maker Quick shipping and easy to use. I would recommend this to everyone.  It's mobile, I mean you can set it up anywhere (with electricity). Chewable ice!!"
19972,I need to find a great product that is the exact replacement for a broken part in my refrigerator. I want to get the exact part that I need to get it back up and running in a short amount of time.,B00J8HXYFE,AEHD7DGXPWHW7Z7ZD5E55S3YCCYQ,5,"great product exact replacement for the broken part exact part i needed , had my refrigerator  back up and running in 20 minutes"
20293,I'm looking for wheels that are initially sticky but then loosen up after a few days.,B07TSMX41M,AHHIN2TFRZQVQNWZIEGJA5XVJFDA,5,Excellent Wheels seemed sticky at first but loosened within a couple of days and have been fine since.
20375,"I need to find a damper that can prevent cold air from cycling through the freezer, even with ice at the bottom of my refrigerator vent.",B00J635QBA,AGIJQ6HCNMO7OI3XC4UDNL646MYA,5,Damper Make sure you chip away the ice at the bottom of your refrigerator vent. With the damper installed cold air still needs to cycle through the freezer.
20401,I need to find a replacement for a product that is not very sturdy. I want something that meets my requirements.,B095Y43ZYG,AHFBUQ5VKF6IWQ6D3OASIWGWKDCQ,5,"Easy replacement Only knocked the sturdiness because if the OEM product was sturdier, I would not have to replace it! But this fit the bill."
20580,"I need to buy something that fits perfectly in the fridge. I should pay attention to the measurements in the description. If I need it again, I'll buy it.",B0CDBQQ97N,AFMSI2VXCDHKCJ6LGBQ5TX32VILA,5,Fit Perfectly! This fit right it the fridge.  Just make sure you pay attention to the measurements in the description.  I will buy these again if needed.
20603,"I want to buy a 36 inch range that is beautiful and works great. I'm a bit unsure because of some reviews I've seen, but I decided to take the risk and make the purchase. The seller, Robert at Executive Appliance, called me the next day to provide delivery instructions and answer any questions I had. I specifically asked about the digital time because of concerns from other reviews, and Robert assured me that the issue has been resolved in all the models. He even gave me information about different models to help me choose the right one for my needs. The range arrived exactly as promised, without any damage, and the delivery team even brought it all the way into my house and placed it where I wanted. Overall, I had a great experience with them. If you have any questions, I recommend sending them a message as they are really helpful in providing answers. One bonus surprise was that Robert informed me about a rebate for the range that I didn't even know existed, saving me $300. It may not be a huge amount, but it was definitely a pleasant surprise.",B07R6PCX2M,AHO6CCOWCDRF7ALBVKDL4SIUPQVQ,5,Beautiful and works great! Robert at Executive Appliance put my worries to rest.  I was reading and watching the videos of other reviews and I was not sure if I should go ahead with the purchase.  I took the risk and purchased the following day Robert called me to give me instructions on the delivery and to see if I had any questions for him.  I asked him about the digital time due to the reviews I had seen and he informed me that the issue has been resolved in all the models he also gave me information regarding the different models which allowed me to understand that I had purchased the correct model for my needs.  It came just as he promised.  It came without a scratch and the delivery came in all the way into the house and where I wanted them to leave it.  Overall a great experience! if you have any questions do not hesitate to send them a message they are great at answering all your questions to the best of their abilities.  If you are looking for a 36 inch range that you can use any of your pots and pans this is a great choice.  He also told me about a rebate for the range that I had no idea it was even available saving me $300.  Not much but definitely a good surprise.
20677,"I don't want to spend a lot of money on an ice maker, but I still want one that is cute and can make perfect ice. It doesn't need to make a lot of ice at once, but it should be quick and not too loud. I also want one that can keep the ice cold and automatically make new ice if it melts.",B07NVJP82G,AGJZKCBEICPZGULEQ4NJUN3LNUYA,5,"You don’t need to spend 600 dollars on an ice maker! This thing is so cute. I got it for my partners birthday after deciding i did not want to spend my entire 401k on an ice maker for perfect sonic ice. While this does not make a gallon at a time, it is quick, not super loud & the ice is perfect. My main concern was oh it won’t keep the ice cold, but it keeps it way colder than you’d think PLUS if it does melt it literally just automatically remakes a new match immediately afterwards.<br />0 complaints!"
20732,"I need to find a product that can be easily styled, installed, and removed. It should be a fun addition to my look without any commitment.",B08N3ZQN62,AFWP4AX57ORQOMK7ZBE3O7CJIRFQ,5,"The hit of New Year’s Eve! I saw these from an influencer and bought them immediately. I am so glad I wore them on New Year’s Eve, because they were such a fun addition to my look without the commitment. They are very easy to style as well as install and remove."
20929,"I want to buy something beautiful and big enough to fit my head. The material should not be sturdy and should have a styrofoam feel to it. However, I want to be careful with storing it because it flattens easily and can get crushed.",B0BDFVLWJL,AFD6UTOJCPS56OS4QHBYCMAUWDJA,5,"So Cute It’s beautiful!  And the best part is it’s big enough & fits my head!!!  The material is has a styrofoam feel to it but I’m sure that’s from the iridescent wrap, but with that being said, it’s not sturdy and flattens easily so be careful where you store it so that it doesn’t get crushed."
20970,"I want to buy a beautiful necklace for my wife as a special gift. It should have stunning clarity and sparkle, just like natural diamonds. I also want the pendant to be made of moissanite stones. It would be great if this necklace becomes one of her favorites and she receives compliments whenever she wears it.",B0C8D5LGRM,AHEL3GGQZYYEORAFKXYN7RSUG6DA,5,"Even more beautiful in person! I got this beautiful necklace for my wife as a Valentine's Day gift, but it would also make a great birthday or anniversary gift.  She couldn't believe that the stones in the pendant were moissanite & not natural diamond!  But honestly I was a little surprised too.  If you've never owned moissanite jewelry, you owe it to yourself to try it.  The clarity and sparkle are unreal.  This necklace has quickly become one of my wife's favorites and she gets compliments every time she wears it!"
21144,"I need a standup freezer that offers a lot of space efficiency. However, I am aware that it may lose cold air from the top every time I open it.",B0BX9GK3PB,AFDYGDEORQFXJ2NNOGRQTFPYVW2Q,5,Five Stars but there's a reason people get chest freezers Standup freezers like this lose a ton of cold air from the top every time you open them. But they also offer a lot in terms of space efficiency. Just know there's a tradeoff!
